Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
mens-casual-tree-birds-print-lapel-collar-beach-holiday-shirt-1,,,,,,,Size,M,,,,,BG301-M,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-casual-tree-birds-print-lapel-collar-beach-holiday-shirt-1,,,,,,,Size,L,,,,,BG301-L,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-casual-tree-birds-print-lapel-collar-beach-holiday-shirt-1,,,,,,,Size,XL,,,,,BG301-XL,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-casual-tree-birds-print-lapel-collar-beach-holiday-shirt-1,,,,,,,Size,2XL,,,,,BG301-2XL,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-holiday-leopard-print-pocket-casual-shirt-1,Mens Holiday Leopard Print Pocket Casual Shirt,"<table style=""width: 600px;"" data-mce-fragment=""1"" data-mce-style=""width: 600px;"" cellspacing=""3"" cellpadding=""3"" border=""0"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Type</td>
<td data-mce-fragment=""1"">Shirt</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Sales Package</td>
<td data-mce-fragment=""1"">1 Piece of Stitched Shirt<br>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Ideal For</td>
<td data-mce-fragment=""1"">Men</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Occasion</td>
<td data-mce-fragment=""1"">Party &amp; Festivel</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric Care</td>
<td data-mce-fragment=""1"">Regular Machine Wash</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Style Code</td>
<td data-mce-fragment=""1"">AC079</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Color</td>
<td data-mce-fragment=""1"">Multicolor</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric</td>
<td data-mce-fragment=""1"">Magic Cotton</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Pattern</td>
<td data-mce-fragment=""1"">Printed</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Stitching Type</td>
<td data-mce-fragment=""1"">S/M/L/XL/XXL</td>
</tr>
</tbody>
</table>
<p> </p>
<p><strong data-mce-fragment=""1"">Material: </strong>100% Cotton Fabric<br><strong data-mce-fragment=""1"">Care Instructions:</strong> Machine wash. Wash in cold water, use mild detergent, dry in shade, do not iron directly or scrub on print, do not bleach, do not tumble dry. Dry on a flat surface as hanging may cause measurement variations.<br><strong data-mce-fragment=""1"">Country Of Origin:</strong> India (and Proud)<br><strong data-mce-fragment=""1"">Standard Sizing:</strong> We follow our sizes do not vary by more than +/- 0.5 inches.<br><strong data-mce-fragment=""1"">Estimated Order Processing Time:</strong> 24 to 48 hours<br><strong data-mce-fragment=""1"">Estimated Delivery Time:</strong><br></p>
<ol>
<li>
<strong data-mce-fragment=""1"">Metros:</strong> 1 - 4 days</li>
<li>
<strong data-mce-fragment=""1"">Rest of India:</strong> 4 - 7 days</li>
</ol>
Please Note: Colors may slightly vary depending on your screen brightness. Product specifications mentioned above may vary by +/- 10%.",Maahiva,Shirt,Mixed Print,2021-06-13T16:25:54+05:30,Size,S,,,,,BG303-S,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensHolidayLeopardPrintPocketCasualShirts-01_068256ad-bf54-4d1f-a652-fd16f2f5eff5.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-holiday-leopard-print-pocket-casual-shirt-1,,,,,,,Size,M,,,,,BG303-M,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensHolidayLeopardPrintPocketCasualShirts-02_dd7d289c-7af0-4bcf-9f3d-8cc454241a12.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-holiday-leopard-print-pocket-casual-shirt-1,,,,,,,Size,L,,,,,BG303-L,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-holiday-leopard-print-pocket-casual-shirt-1,,,,,,,Size,XL,,,,,BG303-XL,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-holiday-leopard-print-pocket-casual-shirt-1,,,,,,,Size,2XL,,,,,BG303-2XL,,,1,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,Mens Classicism Statue Pirnt Revere Collar Casual Shirt,"<table style=""width: 600px;"" data-mce-fragment=""1"" data-mce-style=""width: 600px;"" cellspacing=""3"" cellpadding=""3"" border=""0"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Type</td>
<td data-mce-fragment=""1"">Shirt</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Sales Package</td>
<td data-mce-fragment=""1"">1 Piece of Stitched Shirt<br>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Ideal For</td>
<td data-mce-fragment=""1"">Men</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Occasion</td>
<td data-mce-fragment=""1"">Party &amp; Festivel</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric Care</td>
<td data-mce-fragment=""1"">Regular Machine Wash</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Style Code</td>
<td data-mce-fragment=""1"">BG291</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Color</td>
<td data-mce-fragment=""1"">Multicolor</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric</td>
<td data-mce-fragment=""1"">Magic Cotton</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Pattern</td>
<td data-mce-fragment=""1"">Printed</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Stitching Type</td>
<td data-mce-fragment=""1"">S/M/L/XL/XXL</td>
</tr>
</tbody>
</table>
<p> </p>
<p><strong data-mce-fragment=""1"">Material: </strong>100% Cotton Fabric<br><strong data-mce-fragment=""1"">Care Instructions:</strong> Machine wash. Wash in cold water, use mild detergent, dry in shade, do not iron directly or scrub on print, do not bleach, do not tumble dry. Dry on a flat surface as hanging may cause measurement variations.<br><strong data-mce-fragment=""1"">Country Of Origin:</strong> India (and Proud)<br><strong data-mce-fragment=""1"">Standard Sizing:</strong> We follow our sizes do not vary by more than +/- 0.5 inches.<br><strong data-mce-fragment=""1"">Estimated Order Processing Time:</strong> 24 to 48 hours<br><strong data-mce-fragment=""1"">Estimated Delivery Time:</strong><br></p>
<ol>
<li>
<strong data-mce-fragment=""1"">Metros:</strong> 1 - 4 days</li>
<li>
<strong data-mce-fragment=""1"">Rest of India:</strong> 4 - 7 days</li>
</ol>
Please Note: Colors may slightly vary depending on your screen brightness. Product specifications mentioned above may vary by +/- 10%.",Maahiva,Shirt,Polyester,2021-06-13T16:27:14+05:30,Size,S,,,,,BG291-S,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-01.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,Size,M,,,,,BG291-M,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-02.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,Size,L,,,,,BG291-L,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-03.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,Size,XL,,,,,BG291-XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-04.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,Size,2XL,,,,,BG291-2XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-05.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-06.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-07.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts-08.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-classicism-statue-pirnt-revere-collar-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensClassicismStatuePirntRevereCollarShortSleeveCasualShirts09.png?v=1635012540,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,Mens Abstract Contrast Colorblock Chest Pocket Casual Shirt,"<table style=""width: 600px;"" data-mce-fragment=""1"" data-mce-style=""width: 600px;"" cellspacing=""3"" cellpadding=""3"" border=""0"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Type</td>
<td data-mce-fragment=""1"">Shirt</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Sales Package</td>
<td data-mce-fragment=""1"">1 Piece of Stitched Shirt<br>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Ideal For</td>
<td data-mce-fragment=""1"">Men</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Occasion</td>
<td data-mce-fragment=""1"">Party &amp; Festivel</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric Care</td>
<td data-mce-fragment=""1"">Regular Machine Wash</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Style Code</td>
<td data-mce-fragment=""1"">BG292</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Color</td>
<td data-mce-fragment=""1"">Multicolor</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric</td>
<td data-mce-fragment=""1"">Magic Cotton</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Pattern</td>
<td data-mce-fragment=""1"">Printed</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Stitching Type</td>
<td data-mce-fragment=""1"">S/M/L/XL/XXL</td>
</tr>
</tbody>
</table>
<p> </p>
<p><strong data-mce-fragment=""1"">Material: </strong>100% Cotton Fabric<br><strong data-mce-fragment=""1"">Care Instructions:</strong> Machine wash. Wash in cold water, use mild detergent, dry in shade, do not iron directly or scrub on print, do not bleach, do not tumble dry. Dry on a flat surface as hanging may cause measurement variations.<br><strong data-mce-fragment=""1"">Country Of Origin:</strong> India (and Proud)<br><strong data-mce-fragment=""1"">Standard Sizing:</strong> We follow our sizes do not vary by more than +/- 0.5 inches.<br><strong data-mce-fragment=""1"">Estimated Order Processing Time:</strong> 24 to 48 hours<br><strong data-mce-fragment=""1"">Estimated Delivery Time:</strong><br></p>
<ol>
<li>
<strong data-mce-fragment=""1"">Metros:</strong> 1 - 4 days</li>
<li>
<strong data-mce-fragment=""1"">Rest of India:</strong> 4 - 7 days</li>
</ol>
Please Note: Colors may slightly vary depending on your screen brightness. Product specifications mentioned above may vary by +/- 10%.",Maahiva,Shirt,Mixed Print,2021-06-13T16:27:05+05:30,Size,S,,,,,BG292-S,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-01.png?v=1635012541,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,Size,M,,,,,BG292-M,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-02.png?v=1635012541,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,Size,L,,,,,BG292-L,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-03.png?v=1635012541,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,Size,XL,,,,,BG292-XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-04.png?v=1635012542,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,Size,2XL,,,,,BG292-2XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-05.png?v=1635012542,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-06.png?v=1635012542,,,,,,,,,,,,,,,,,,,
mens-abstract-contrast-colorblock-chest-pocket-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensAbstractContrastColorblockChestPocketShortSleeveCasualShirts-07.png?v=1635012542,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,Mens Fashion Gradient Design Pocket Breathable Turn Down Collar Casual Shirt,"<table style=""width: 600px;"" data-mce-fragment=""1"" data-mce-style=""width: 600px;"" cellspacing=""3"" cellpadding=""3"" border=""0"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Type</td>
<td data-mce-fragment=""1"">Shirt</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Sales Package</td>
<td data-mce-fragment=""1"">1 Piece of Stitched Shirt<br>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Ideal For</td>
<td data-mce-fragment=""1"">Men</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Occasion</td>
<td data-mce-fragment=""1"">Party &amp; Festivel</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric Care</td>
<td data-mce-fragment=""1"">Regular Machine Wash</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Style Code</td>
<td data-mce-fragment=""1"">BG296</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Color</td>
<td data-mce-fragment=""1"">Multicolor</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric</td>
<td data-mce-fragment=""1"">Magic Cotton</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Pattern</td>
<td data-mce-fragment=""1"">Printed</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Stitching Type</td>
<td data-mce-fragment=""1"">S/M/L/XL/XXL</td>
</tr>
</tbody>
</table>
<p> </p>
<p><strong data-mce-fragment=""1"">Material: </strong>100% Cotton Fabric<br><strong data-mce-fragment=""1"">Care Instructions:</strong> Machine wash. Wash in cold water, use mild detergent, dry in shade, do not iron directly or scrub on print, do not bleach, do not tumble dry. Dry on a flat surface as hanging may cause measurement variations.<br><strong data-mce-fragment=""1"">Country Of Origin:</strong> India (and Proud)<br><strong data-mce-fragment=""1"">Standard Sizing:</strong> We follow our sizes do not vary by more than +/- 0.5 inches.<br><strong data-mce-fragment=""1"">Estimated Order Processing Time:</strong> 24 to 48 hours<br><strong data-mce-fragment=""1"">Estimated Delivery Time:</strong><br></p>
<ol>
<li>
<strong data-mce-fragment=""1"">Metros:</strong> 1 - 4 days</li>
<li>
<strong data-mce-fragment=""1"">Rest of India:</strong> 4 - 7 days</li>
</ol>
Please Note: Colors may slightly vary depending on your screen brightness. Product specifications mentioned above may vary by +/- 10%.",Maahiva,Shirt,Mixed Print,2021-06-13T16:26:36+05:30,Size,S,,,,,BG296-S,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-01.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,Size,M,,,,,BG296-M,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-02.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,Size,L,,,,,BG296-L,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-03.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,Size,XL,,,,,BG296-XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-04.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,Size,2XL,,,,,BG296-2XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-05.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-06.png?v=1635012544,,,,,,,,,,,,,,,,,,,
mens-fashion-gradient-design-pocket-breathable-turn-down-collar-casual-shirt-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MensFashionGradientDesignPocketBreathableTurnDownCollarCasualShirts-07.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,Men Funny Face Stick Figures Print Holiday Casual Shirt,"<table style=""width: 600px;"" data-mce-fragment=""1"" data-mce-style=""width: 600px;"" cellspacing=""3"" cellpadding=""3"" border=""0"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Type</td>
<td data-mce-fragment=""1"">Shirt</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Sales Package</td>
<td data-mce-fragment=""1"">1 Piece of Stitched Shirt<br>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Ideal For</td>
<td data-mce-fragment=""1"">Men</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Occasion</td>
<td data-mce-fragment=""1"">Party &amp; Festivel</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric Care</td>
<td data-mce-fragment=""1"">Regular Machine Wash</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Style Code</td>
<td data-mce-fragment=""1"">BG299</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Color</td>
<td data-mce-fragment=""1"">Multicolor</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Fabric</td>
<td data-mce-fragment=""1"">Magic Cotton</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Pattern</td>
<td data-mce-fragment=""1"">Printed</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">Stitching Type</td>
<td data-mce-fragment=""1"">S/M/L/XL/XXL</td>
</tr>
</tbody>
</table>
<p> </p>
<p><strong data-mce-fragment=""1"">Material: </strong>100% Cotton Fabric<br><strong data-mce-fragment=""1"">Care Instructions:</strong> Machine wash. Wash in cold water, use mild detergent, dry in shade, do not iron directly or scrub on print, do not bleach, do not tumble dry. Dry on a flat surface as hanging may cause measurement variations.<br><strong data-mce-fragment=""1"">Country Of Origin:</strong> India (and Proud)<br><strong data-mce-fragment=""1"">Standard Sizing:</strong> We follow our sizes do not vary by more than +/- 0.5 inches.<br><strong data-mce-fragment=""1"">Estimated Order Processing Time:</strong> 24 to 48 hours<br><strong data-mce-fragment=""1"">Estimated Delivery Time:</strong><br></p>
<ol>
<li>
<strong data-mce-fragment=""1"">Metros:</strong> 1 - 4 days</li>
<li>
<strong data-mce-fragment=""1"">Rest of India:</strong> 4 - 7 days</li>
</ol>
Please Note: Colors may slightly vary depending on your screen brightness. Product specifications mentioned above may vary by +/- 10%.",Maahiva,Shirt,Mixed Print,2021-06-13T16:26:08+05:30,Size,S,,,,,BG299-S,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-01.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,Size,M,,,,,BG299-M,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-02.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,Size,L,,,,,BG299-L,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-03.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,Size,XL,,,,,BG299-XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-04.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,Size,2XL,,,,,BG299-2XL,,,1,deny,manual,399,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-05.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-06.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-07.png?v=1635012544,,,,,,,,,,,,,,,,,,,
men-funny-face-stick-figures-print-holiday-casual-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0607/9404/4634/products/MenFunnyFaceStickFiguresPrintShortSleeveHolidayCasualShirts-08.png?v=1635012544,,,,,,,,,,,,,,,,,,,
